filename	description	artistic_tags	width	height	aspect_ratio	file_size_kb	dominant_hue	dominant_saturation	color_temperature	saturation_level	contrast_level	format_type	complexity	creation_date	processing_order
285.jpg	 a tree, bushes, grass, trees, and s composition	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	53.6	42	28	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:44	207
286.jpg	unknow	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	49.7	45	42	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:55:45	208
287.jpg	unknow. the subject is a woman in tan colored dress with blond hair and glasses	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	49.7	171	6	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:45	209
288.jpg	 a man standing in midst of tangled wires, surrounded by countless wire strands. ed s of various shapes and sizes, with varying colors and textures	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	42.7	37	21	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:45	210
289.jpg	A group of people standing in crowded space	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	50.1	31	11	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:46	211
29.JPG	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	826	0.62	33.8	27	19	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:46	212
290.jpg	 a tree, bushes, grass, trees, clouds, sky, etc	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	63.6	30	8	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:46	213
291.jpg	unknow	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	45.5	26	67	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:55:47	214
292.jpg	 a black and white photo of sand, with varying shades of blue and green. the background is  white and black striped clouds, and the sky is blue	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	22.5	300	9	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:47	215
293.jpg	A black and white image of ed s te l o ne	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	26.6	300	5	cool	muted	high-contrast	portrait	complex	2025-05-25 20:55:47	216
294.jpg	 a person is standing in front of trough, surrounded by sands, and encircled by the horizon. , with eas y ne d o m ing i l r u p c h w x f re ng th er figuratively ; he is seated in midst ant ent ry com pos tion involving ten digits	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	42.1	60	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:48	217
295.jpg	 a black and white photograph of sand, with varying shades of blue and green. the subject is an abstract image of the beach, surrounded by rocky terrain and trees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-artistic	512	768	0.67	28.4	40	28	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:48	218
296.jpg	A computer screen with graphical display of displaying digits and numbers	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-technology, mood-cozy, style-subtle	512	768	0.67	31.0	150	0	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:48	219
297.jpg	A satttered i d e n y m o r t h u l c b x p q z w k f g j v, if he hat th en. - ing & re – ng ; — ch	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, style-subtle	512	768	0.67	21.1	0	0	neutral	muted	balanced	portrait	complex	2025-05-25 20:55:49	220
298.jpg	unknow. the subject is a woman with blond hair and glasses, standing in midst of cluttered objects	color-neutral, saturation-muted, contrast-balanced, format-standard, complexity-complex, subject-portrait, style-subtle	512	342	1.5	12.4	300	0	neutral	muted	balanced	standard	complex	2025-05-25 20:55:49	221
299.jpg	The main visual elements and composition of the image are the lines, shapes, and shapes of a picture. , forming ed shapes and patterns	color-cool, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh	512	768	0.67	60.7	233	62	cool	moderate	high-contrast	portrait	complex	2025-05-25 20:55:49	222
3.jpg	A person with sat on tee i m es y ne	color-warm, saturation-moderate, contrast-balanced, format-portrait, complexity-complex, subject-portrait, mood-cozy	512	768	0.67	33.4	26	59	warm	moderate	balanced	portrait	complex	2025-05-25 20:55:50	223
30.JPG	  a black and white background with varying shades of gray and blue. the main subject is surrounded by dozens of small black objects, including spheres, triangles and circles	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-serene, style-subtle	512	343	1.49	25.2	300	0	neutral	muted	high-contrast	standard	complex	2025-05-25 20:55:50	224
300.jpg	 a black and white photograph of dozens of glass bottles, each with varying shapes and sizes. the glass bottle is in the middle of the frame, with the other two bottles on either side	color-cool, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, mood-fresh	512	768	0.67	93.6	205	58	cool	moderate	high-contrast	portrait	complex	2025-05-25 20:55:51	225
301.jpg	A black and white image of ed s cy ne t ye	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	33.6	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:51	226
302.jpg	A man in sat in the kitchen with ipad tablet computer and tv	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior, subject-food	512	768	0.67	34.6	350	33	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:52	227
303.jpg	Tangled wires, with strands of metal and plastic	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	30.6	280	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:52	228
304.jpg	  a group of objects, including spheres, cylinders and rays. the main subject is surrounded by curved lines and shapes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	66.4	33	41	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:52	229
305.jpg	A tree with s of, e c n y t i m o r d u v w x l h k p q z j f g b. if he's th en - ing ; & re – — :?	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	87.8	28	45	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:53	230
306.jpg	 a black and white drawing of slender figures, surrounded by outlines of trees and buildings. the drawing is  several lines and shapes, with varying shades of blue and green	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, subject-urban	512	768	0.67	36.3	60	0	neutral	muted	balanced	portrait	complex	2025-05-25 20:55:53	231
307.jpg	  a group of objects, including dozens of small objects and tens of large objects. the objects are arranged in varying shapes and sizes, with some of them being stacked on top of each other	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, mood-cozy, style-subtle	512	768	0.67	30.3	37	13	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:53	232
308.jpg	A black and white image of tangled wires, with strands of metal and wood	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	26.3	280	5	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:54	233
309.jpg	A train with id e c nical train, s en y t o m p r x l d	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-transportation, style-subtle	512	768	0.67	27.0	60	0	neutral	muted	balanced	portrait	complex	2025-05-25 20:55:54	234
31.jpg	 a river, surrounded by trees, with bushes and grass, and solitary birds flying over the water. , the sky is blue, but the clouds are visible in the distance, creating luminous shadows	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, mood-mysterious, subject-nature	512	766	0.67	54.7	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:54	235
310.jpg	A black and white image of tangled wires, with strands of white and black	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	43.9	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:55	236
311.jpg	A large room with stairways and stairs	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-interior, mood-cozy, style-subtle	512	768	0.67	43.9	43	9	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:55	237
312.jpg	 a portrait of ten people in crowded space. they are standing in front of an empty room, with dozens of people standing around them	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-melancholic, mood-serene, subject-portrait	512	342	1.5	30.5	30	1	warm	muted	high-contrast	standard	complex	2025-05-25 20:55:55	238
313.jpg	The subject of  a group of people, arranged in rows, sitting in chairs. the background is  patterned curtains and striped walls	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	48.8	49	11	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:56	239
314.jpg	 a portrait of dozens of people in tuxedos and suits, standing in front of an empty stage	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, mood-serene, subject-portrait	512	768	0.67	43.6	36	24	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:56	240
315.jpg	A group of people in solitary space, with varying degrees of distance and distance	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	38.9	60	1	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:56	241
316.jpg	  a man in tuxedo, surrounded by dozens of other men in suits and hats. the man is standing in front of the camera, with his hands raised in the air	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-portrait	512	768	0.67	44.6	16	6	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:57	242
317.jpg	 a clock with sand clocks, e. ing engrave d clock figuratively surrounded by coloured circles and lines	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	52.6	37	3	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:57	243
318.jpg	A black and white image of forming s of of the e -, i – n y. o m c u l r t h d p x b w z f k j g q v re & th ng if he's ; en ry ing ant ve ch ly com ent er ate ment — figuratively, or formally based	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	28.3	37	31	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:57	244
319.jpg	A black and white image of forming s of of the e -, i – n y m o l c u t r p h d b. x w z f g j k q v re & th ng ch ; en ing he ve	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-cozy, style-subtle	512	342	1.5	16.6	36	41	warm	muted	high-contrast	standard	complex	2025-05-25 20:55:58	245
32.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	59.7	212	9	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:58	246
320.jpg	 a black and white photograph of sand, with varying shades of blue and green. the subject is an abstract image of an empty space with some bare trees and bushes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, subject-nature, style-artistic	512	768	0.67	31.5	38	25	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:58	247
321.jpg	A black and white image of tangled wires, with strands of light shining through them	color-neutral, saturation-muted, contrast-high-contrast, format-landscape, complexity-complex, style-subtle	512	341	1.5	28.8	240	0	neutral	muted	high-contrast	landscape	complex	2025-05-25 20:55:59	248
322.jpg	S and figuratively, e c n y p t i m o r d x l b w h u v z g f k j q if he's th - en – ch ; re — & ve er ant :. ing / com ment ) 0 jpg fig	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	31.8	280	3	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:59	249
323.jpg	S esse c n t y m p i x l r d o u v w h f b q z g j k, th en ing. ; - if he is able to re – — & com	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	36.7	40	40	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:00	250
324.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an abstract tree or tree. , forming ed shapes, and res ing figuratively, as if viewed from enlarge, or from the perspective of one side of this image	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-artistic	512	768	0.67	24.8	280	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:00	251
325.jpg	A tree with branches and leaves in the form of of, figuratively referred to as i e c n t o m s p r y d x l w h u v z b q j k f g th	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	28.6	279	2	neutral	muted	balanced	portrait	complex	2025-05-25 20:56:00	252
326.jpg	  a group of objects, including spheres, cylinders and circles. the main subject is surrounded by curved lines and shapes	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	23.8	270	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:01	253
327.jpg	unknow. the subject is a woman with blond hair and glasses, sitting in solitary focus on tan background	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	40.5	40	20	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:01	254
328.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	36.5	46	38	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:01	255
329.jpg	A black and white image of e - s c n t y m i l o r p h w x d b u v z g f k j q if he hat th en , er ;. re – ing & com — figuratively :'ve ly, or pronounced?	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	13.3	300	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:02	256
33.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	56.8	280	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:02	257
330.jpg	A black and white image of forming s of of the shape of in the form of	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	27.1	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:03	258
331.jpg	A solitary tree with branches and leaves in the foreground	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	29.0	44	8	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:03	259
332.jpg	 a white background with sand and ice, surrounded by icy water, and the sky. s encircled by the horizon	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	62.0	210	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:03	260
333.jpg	A black and white image of sand, with icebergs in the background	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	25.1	280	18	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:04	261
334.jpg	A black and white image of of s e c n o m i t y p r x d j u k l w h f g b q z v, if he is able to re en ing th. - ly ; & figurative '?	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	27.0	280	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:04	262
335.jpg	unknow	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	33.5	270	50	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:04	263
336.jpg	unknow	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, style-subtle	512	768	0.67	22.4	279	7	neutral	muted	balanced	portrait	complex	2025-05-25 20:56:05	264
337.jpg	A man with sat on he is seated on his chair	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, subject-food	512	342	1.5	15.4	50	25	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:05	265
338.jpg	 a black and white photograph of sand, with rocky mountains in the background. the subject is an old wooden boat, which is floating on ice	color-warm, saturation-vibrant, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, subject-nature, subject-transportation	512	768	0.67	31.9	34	58	warm	vibrant	high-contrast	portrait	complex	2025-05-25 20:56:05	266
339.jpg	A man is standing in sat in the dark room with tv and pcs	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, subject-portrait, subject-interior	512	768	0.67	27.8	31	75	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:05	267
34.jpg	unknow	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	26.1	280	1	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:06	268
340.jpg	The main visual elements and composition of the image are the shape of a clock, the clock is shaped like tiny clock with s e ned. ing, forming figuratively based on the underlying structure of an image	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	23.1	280	25	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:06	269
341.jpg	 a clock with rays, sand elements of engraved. ing, and figuratively shaped based on the underlying structure of an image	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	28.4	33	50	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:07	270
342.jpg	 a person is standing in front of trough s, he is holding. ed obliquely ; if i am standing behind u n y m en c l p r h w x d in b f re th er ing pos tion - figuratively, or merely pointing — namely : the person whose face is centered midst ) tens	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, subject-portrait, style-vintage	512	768	0.67	26.5	33	70	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:07	271
343.JPG	  a group of people, surrounded by bushes and trees	color-warm, saturation-moderate, contrast-high-contrast, format-landscape, complexity-complex, subject-portrait, subject-nature	512	116	4.41	12.9	34	55	warm	moderate	high-contrast	landscape	complex	2025-05-25 20:56:07	272
344.jpg	A man in sat in the kitchen with tv, he is seated in his kitchen	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior, subject-food	512	768	0.67	33.9	18	37	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:07	273
345.jpg	A clock with s, e n t y m i c u l o r p h w x d f g b k j. v - ing & z'th en re – ng ch q ; if he hat er han ve hen eat ant ly christ apos ten ent cle ate ele ment com ence?	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-moderate, subject-food, mood-cozy	512	768	0.67	13.5	21	73	warm	moderate	high-contrast	portrait	moderate	2025-05-25 20:56:08	274
346.jpg	unknow. the subject is a woman standing in front of framed windows	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, style-subtle	512	342	1.5	29.2	0	12	neutral	muted	high-contrast	standard	complex	2025-05-25 20:56:08	275
347.jpg	Stacked wooden boxes with varying shapes and colors	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	45.2	20	15	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:08	276
348.jpg	A satyl e n t i m o r y p c u l	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	32.0	45	11	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:09	277
349.jpg	A man in sat on tresting he is seated on the floor	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	41.8	330	28	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:09	278
35.jpg	A man in tuxedo with glasses and hat, standing in front of framed window	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	45.7	325	3	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:10	279
350.jpg	unknow. the subject is a person, whose hands are in motion	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	32.8	48	5	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:10	280
351.jpg	A satyricane - figurative es i tee, ne or o l c u r p m y f x d h w b q j k z g v, or	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	49.0	44	13	warm	muted	balanced	portrait	complex	2025-05-25 20:56:10	281
352.jpg	unknow. the subject is a woman in tan colored dress with blond hair and sleeveless blouse	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	49.0	44	13	warm	muted	balanced	portrait	complex	2025-05-25 20:56:10	282
353.jpg	 a black and white photograph of sand, with varying shades of blue and green. the subject is an abstract image of an empty beach, surrounded by rocky terrain	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-moderate, mood-melancholic, style-artistic	512	768	0.67	11.5	300	50	warm	muted	high-contrast	portrait	moderate	2025-05-25 20:56:11	283
354.jpg	A black and white image of sand, surrounded by rocky mountains and trees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-moderate, subject-nature, mood-cozy, style-subtle	512	768	0.67	18.8	0	33	warm	muted	high-contrast	portrait	moderate	2025-05-25 20:56:11	284
355.jpg	 a black and white photograph of solitary person in trance, with distorted eyes and limbs. the subject is standing in the middle of the frame, looking at something in space	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	18.1	269	5	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:11	285
356.jpg	A black and white image ofly ed image	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	17.4	38	78	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:12	286
357.jpg	unknow. the subject is a woman in tan colored dress with blond hair and brown eyes	color-warm, saturation-vibrant, contrast-high-contrast, format-portrait, complexity-simple, subject-portrait, mood-cozy, style-bold	512	768	0.67	14.8	40	100	warm	vibrant	high-contrast	portrait	simple	2025-05-25 20:56:12	287
358.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, style-subtle	512	342	1.5	17.0	280	3	neutral	muted	high-contrast	standard	complex	2025-05-25 20:56:12	288
359.jpg	  a group of people, surrounded by bushes and trees	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-nature	512	768	0.67	20.2	280	15	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:13	289
36.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	67.6	340	5	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:13	290
360.jpg	A black and white image of tangled wires, with strands of light and dark lines	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, lighting-low-light	512	768	0.67	35.1	40	22	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:13	291
361.jpg	 a person in trance, surrounded by symbols, and ethereal elements such as irradiation, light, shadows, etc	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, mood-mysterious, subject-portrait	512	768	0.67	29.6	110	46	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:14	292
362.JPEG	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	41.3	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:14	293
363.JPEG	  a black and white background with varying shades of gray and blue. the main subject is surrounded by patterned lines and shapes, which are arranged in alternating patterns	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	40.5	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:14	294
364.jpg	A person is standing in sand, with bare feet and tan skin	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	25.8	280	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:15	295
365.jpg	S of the e c n t y m i o l p r x d b u j k z w h f g v q if he hat th en , ant - ly ;. 'ing & figurative realism :?	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-documentary, style-subtle	512	768	0.67	25.2	280	5	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:15	296
366.jpg	  a black and white background with varying shades of gray and blue. the main subject is surrounded by overlapping lines of light and dark grey	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, lighting-low-light	512	768	0.67	26.5	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:15	297
367.jpg	  a black and white background with varying shades of gray and blue. the main subject is surrounded by overlapping shapes and lines, which are arranged in oblique angles	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	24.4	280	13	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:16	298
368.jpg	 a black and white photo of solitary objects in varying distances. the main subject is an abstract image of an object, which is  several different shapes and colors	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-artistic, mood-fresh, style-subtle	512	768	0.67	20.6	280	33	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:16	299
369.jpg	 a black and white photograph of ice cream cones in varying sizes and shapes. the icy cone shapes are arranged in various shapes and sizes	color-warm, saturation-moderate, contrast-balanced, format-portrait, complexity-complex, mood-cozy	512	768	0.67	24.3	36	56	warm	moderate	balanced	portrait	complex	2025-05-25 20:56:16	300
37.jpg	  a woman with her arms crossed and her legs extended in the air	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	47.4	13	15	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:17	301
370.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	20.7	280	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:17	302
371.jpg	 a black and white photograph of solitary objects in varying distances	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	29.3	280	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:17	303
372.jpg	 a black and white photograph of sand, with varying shades of blue and green. the subject is an abstract image of an empty beach, surrounded by rocky terrain	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, style-artistic	512	768	0.67	37.6	42	59	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:18	304
373.jpg	  a group of objects, including sand, rocks, and ice	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	24.2	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:18	305
374.jpg	A black and white image of sand, with varying shades of blue and green	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	25.0	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:18	306
375.jpg	The main visual elements and composition of the image are the shape of a doorway, the window, or window. , forming essentially based on the form of an arch, which is the main element of this image	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	57.3	39	75	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:19	307
